,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
47,Machine Learning Engineer,-1,"About oOh!:
oOh! is a leading operator in Australia and New Zealand’s fast-growing Out Of Home advertising industry and our purpose is to make public spaces better! We create deep engagement between people and brands through Unmissable location-based media solutions that inform, entertain and inspire. Our network is unparalleled, with a diverse portfolio of 37,000 classic and digital signs across roadside, retail, airport and place-based media offering in CBD office towers, cafés, bars and universities.
Investing heavily in technology, we use sophisticated data, industry leading insights and digital innovation, to enable clients to maximise their media investment, through unrivalled and accurate audience targeting. Our physical inventory integrates with experiential, social and mobile online channels to provide clients with greater connections with consumers.",3.5,"oOh!
3.5",South Melbourne,201 to 500 Employees,1989,Company - Public,Advertising & Public Relations,Media & Communication,$100 to $500 million (USD)
48,Data Scientist - Customer Success,-1,"The Qualtrics XM Platform™ is a system of action that helps businesses to attract customers who stay longer and buy more, to engage and empower employees to do the best work of their lives, to develop breakthrough products people love, and to build a brand people can’t imagine living without.

Joining Qualtrics means becoming part of a team bold enough to chase breakthrough experiences - like building a technology that will be a force for good. A team committed to diversity, equity, and inclusion because of a conviction that every voice holds value, with a vision for representation that matches the world around us and inclusion that far exceeds it. You could belong to a team whose values center on transparency, being all in, having customer obsession, acting as one team, and operating with scrappiness. All so you can do the best work of your career.",4.4,"Qualtrics
4.4",Sydney,1001 to 5000 Employees,2002,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
49,Data Scientist II (Analytics),-1,"Data Scientist II (Analytics)
As a Data Scientist on Expedia's Search Engine Marketing team you will support the growth marketing organization to execute on initiatives, whether through data or implementing business processes. It’s essential for you to be comfortable working with complex data and be able to effectively communicate actionable findings. You must be willing to go deep, navigate through ambiguity, and work in an environment where you partner with multiple stakeholders to achieve success. Your search engine marketing knowledge, business acumen, and analytical skills will be put to the test as we bring on new initiatives and optimize existing marketing initiatives.
Key responsibilities include owning data and reporting pipelines, audience pertinent initiatives, actions, analysis, and charting out the vision of the path forward. Working with partners, marketing managers and internal teams, Data Scientists ensure data integrity and develop actionable reporting and recommendations. You will manage a multi-million dollar portfolio to help Expedia Group attain its audience pertinent initiatives through growth marketing channels. This role will rotate across various channels and perspectives of our business—providing you with broad exposure to Expedia Group and the fundamentals of analytics, product, and marketing.
Expedia is committed to creating an inclusive work environment with a diverse workforce. All qualified applicants will receive consideration for employment without regard to race, religion, gender, sexual orientation, national origin, disability or age.",4.1,"Expedia.com
4.1",Sydney,10000+ Employees,1996,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD)
50,Research Scientist (AI for IT operations/Software) - Salesforce Research Asia,-1,"To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.
About Futureforce University Recruiting
Our Futureforce University Recruiting program is dedicated to attracting, retaining and cultivating talent. Our interns and new graduates work on real projects that affect how our business runs, giving them the opportunity to make a tangible impact on the future of our company. With offices all over the world, our recruits have the chance to collaborate and connect with fellow employees on a global scale. We offer job shadowing, mentorship programs, talent development courses, and much more.
Job Category
Products and Technology",4.5,"Salesforce
4.5",Melbourne,10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
51,Data Scientist,-1,"As one of Australia’s largest listed companies, we’re proud of our longstanding contribution to Australians. Wesfarmers achievements are deeply rooted in the desire to continually reinvent ourselves for the brands we stand behind, destinations that many Aussies call home. Think retailers like Bunnings, Kmart, Target, Catch and Officeworks. Our work doesn’t stop there, we operate in the industrials sector which supplies the nation with chemicals, energy and fertilisers, and industrial and safety products.
Join the team of industry leaders in our Advanced Analytics Centre
With plans to transform the Australian retail and industrial landscape, comes a big responsibility. We see a future where we are leaders in the data and digital space. It’s why we’ve been working hard to accelerate the development of data, digital and analytics capabilities across our businesses. We’re building a shared data asset for strategic use cases, right in the heart of Melbourne at our Advanced Analytics Centre – a space designed for the best and brightest as they shape our data and digital journey.",4.2,"Wesfarmers Advanced Analytics Centre
4.2",Melbourne,10000+ Employees,1914,Company - Public,-1,-1,$10+ billion (USD)
52,Senior Data Scientist,-1,"About Ofload
Ofload are the fastest growing technology start-up in the Australian logistics space with the ambitious goal of eliminating all waste in road freight. Every third truck on Australian roads today drives empty, we use technology to efficiently allocate supply and demand, and thereby eliminate the enormous waste in the industry.

Why join us?
We have just raised $20m Series A at $100m+ valuation!
Our business is set to grow by 10X in value to 1B in the next 24 months so it’s a huge opportunity to develop career defining moments.",5.0,"Ofload
5.0",Sydney,Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable
53,Data Scientist,-1,"Healthscope is Australia’s second biggest provider of private healthcare, operating 43 hospitals with a team of more than 33,000 nurses, doctors and staff who treat more than 600,000 patients each year. In the past year, we performed more than 360,000 surgical procedures in a wide range of services, including cardiac, neuro and orthopaedics.
We are looking for a highly motivated, solutions-driven Data Scientist to join our evolving team. Above all, our future teammate will share our aspiration of conquering complex problems through analytics, with an appreciation that we operate in one of the most data-critical sectors globally and strive to solve industry challenges alongside our healthcare peers.
The Data Scientist role will be responsible for the design, engineering, development & support of advanced analytics, that will inform and support decision-makers across the business including hospital operations, health fund contract management, procurement and more. This role calls for a high degree of focus and attention to detail. You must also have a solid understanding of the application of advanced modelling in context and how it affects the business.",3.0,"Head Office St Kilda Rd
3.0",Melbourne,10000+ Employees,1985,Company - Private,Healthcare Services & Hospitals,Healthcare,$2 to $5 billion (USD)
54,Senior Data Scientist,-1,"The speed of change is throwing traditional business methods into question and disrupting the relevance of entire industries. Capgemini, a global leader in consulting, digital transformation, technology and engineering services, is at the forefront of innovation and well placed to address opportunities for our clients in the evolving world of cloud, digital and platforms. Building on its strong 50-year heritage and deep industry-specific expertise, Capgemini enables organisations to realise their business ambitions through an array of services from strategy to operations. Capgemini is driven by the conviction that the business value of technology comes from and through people. Today, it is a multicultural company with over 270,000 team members in almost 50 countries. With Altran, the Group reported 2020 combined revenues of EUR 15.8 billion. Learn more about us at www.capgemini.com.

Let's talk about the team:
Our Insights and Data team helps our clients make better business decisions by transforming an ocean of data into streams of insight. Our clients are among Australia's top performing companies, and they choose to partner with Capgemini for a very good reason - our exceptional people. Due to continued growth within Capgemini's Insights & Data practice we intend to recruit a Data Scientist with relevant consulting and communication skills. If you are already working in a consultancy role, or have excellent client-facing skills gained within large organizations, we would like to discuss our consultant opportunities with you. This role can be positioned to work from anywhere in Australia (Canberra, Melbourne, Adelaide, Sydney, or Brisbane).


We are looking for a Data Scientist to analyse large amounts of raw information to find patterns and build data products to extract valuable business insights. Your responsibilities include:

About you
You will have the ability to help clients execute end-to-end data science projects using proven methodologies like CRISP-DM and enable them to analyse trends, find patterns, predict next best action, use artificial intelligence for automating processes, making accurate predictions and better business decisions.
Desired skills and experience

Let's talk about what's in it for you!
Passionate people are Capgemini's Ace of Spades - join us to discover a career that will challenge, support and inspire you. Working at Capgemini you'll find the rewards are more than just financial. You will work alongside some very smart and inspiring people on exciting projects and you will also enjoy incredible benefits. We offer flexible work practices and 40 hours of self-development every year with a huge selection of learning opportunities to choose from. Capgemini constantly aims for excellence in its operations and the employee experience it provides. In line with our Purpose, Flexible Working aims to improve the overall people experience by providing an optimal work-life balance, more autonomy and freedom in when, where and how we work.
As ""Architects of Positive Futures"", Capgemini actively supports the community in 3 ways:
Diversity and Inclusion - we believe diversity of thought fuels excellence and innovation, which is why we positively encourage applications from suitably qualified candidates regardless of their gender identity, ethnicity, sexual orientation, religion, ability, intersex status or age. To support our commitment to diversity and inclusion, we celebrate or recognise special events and days of significance that are important to our employees such as Diwali, Bastille Day, Pride, IDAHOBIT, IWD and International day of people with Disabilities. Our Employee Resource Groups Women@Capgemini, OutFront, Indigenous, Parents and Carers and Sustainability Community of Practice support the grassroots passion of employees to drive our diversity agenda and effect change.
Digital inclusion - at Capgemini we are using our skills to drive social impact initiatives focusing on helping society address the impact of the digital and automation revolution. We also provide employees with opportunities to give back to the community through charity projects and volunteer days.
Environmental Sustainability - Capgemini joined the CDP's (Carbon Disclosure Project) prestigious ""A list"" for its commitment to the Net-Zero economy. As well as focusing on helping our clients transform towards more sustainable business models, Capgemini recently announced its commitment to becoming a netzero busines by 2030.
Recognised by Ethisphere as one of the World's Most Ethical Companies for the last 9 years in a row, ethics and values are at the heart of Capgemini's corporate culture and business. Embedded in our DNA, our seven values - Honesty, Boldness, Trust, Team Spirit, Freedom, Fun and Modesty - have remained the same since company inception in 1967. To see how we bring these values to life, visit www.capgemini.com/au-en/careers/ and listen to some of our employee's stories.
#GetTheFutureYouWant - Come join us, bring your whole self to work, create new possibilities for you, your customers and your community and help us to be Architects of Positive Futures.
#LI-AR1

Please note unsolicited resumes from employment agencies or other third parties will not be considered.",4.0,"Capgemini Australia
4.0",Sydney,1001 to 5000 Employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
55,Head of Data and Analytics,-1,"Description
Data is a key enabler for Catch’s ambitions growth strategy as it underpins every area of the business. Key data use cases at Catch include personalised shopping experiences across web and app, marketing performance improvements with segmentation and recommendations, inventory forecasting, fulfilment network optimisation, measurement of business performance and operational reporting. The Head of Data and Analytics (DNA) will build on the foundations set over the last 3 years To spearhead the next phase of Catch’s data capability. You will be responsible for setting the data strategy in collaboration with senior stakeholders and manage a growing team of 30+ people to deliver it. You will guide the build of a modern data platform using latest cloud technologies. You will partner closely with business leaders to enable every part of the business with data and deliver impactful programs of work. You will design and develop an analytics and reporting function to support business operations with everyday needs. You will deploy advanced analytics techniques like data science, predictive analytics, machine learning to critical business problem and move the needle on significant growth drivers. You will be a champion for data best practices and coordinate data literacy programs to enable self service. This role is a key leadership role within the business. As part of the Product and Technology Leadership Team you will help build a world class integrated product and technology organisation that can enable the Catch strategy and you will help build a culture that team members are proud to be part of. In collaboration with your peers, you will take on key initiatives across architecture, operations, delivery and culture that improve the overall effectiveness of the technology function.",3.1,"Catch Of The Day
3.1",Melbourne,201 to 500 Employees,2006,Company - Private,Other Retail Shops,Retail & Wholesale,$100 to $500 million (USD)
56,Data Scientist - Global Brand!,"$110,000 /yr (est.)","Global Organisation - One of the biggest brands in the world!
Python, R, Predictive Modelling
12 Month Fixed Term Contract Initially
Where you'll be working:

Join one of the biggest brands in the world using the latest Data Science tools in the market to solve key business issues!

You will join a team of analysts working on building predictive models and insights for key business areas such as marketing and digital.

This is a massive brand with a very supportive manager which will be great for career progression, the role is inistially set up on a 12 month fixed term contract with potential to go perm in the future!

Salary will range from $100,000 - $120,000 depending on experience.









This is a rare chance to take your career to the next level with a company that is 100% dedicated to Data and growing their capability!

There is an

If this sounds like the perfect job role for you, please apply within or contact Adam on 0478 026 276.
BBBH46901_165032584034441",4.3,"Aurec
4.3",Sydney,51 to 200 Employees,2002,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable
57,Senior Data Scientist,-1,"Are you ready?

At Optus we believe that our Amazing People are central to helping us achieve our vision to be Australia’s most loved everyday brand, with lasting customer relationships.

About your role …

You will complement the Group Credit Risk team who are responsible for the overall credit management function including Fraud / Credit Risk Acquisitions, Collections and Recoveries for Optus, and its subsidiaries.",3.8,"Optus
3.8",Sydney,5001 to 10000 Employees,1992,Subsidiary or Business Segment,"Cable, Internet & Telephone Providers",Telecommunications,$2 to $5 billion (USD)
58,Data Science Specialist,-1,"12 month contract
Contribute to a strong collaborative and customer focussed culture
Work with various portfolio initiatives and provide analytical support
Sydney CBD location
The role is part of the Commercial Insurance (CI) Portfolio Modelling and Analytics team who are responsible for delivering the Commercial Portfolio & Intermediated data strategy and portfolio analytics. The team also acts a subject matter expert when it comes to data and analytics for commercial Portfolio.
The purpose of the Data Science Specialist role is to assist the Portfolio teams in delivering exceptional advanced data and analytics solutions across all CI Products for all Suncorp Brands (Vero, GIO and AAMI) by building self-serve dashboards and providing analytical solutions to the team. The role generates insights and addresses business problems by building predictive models, conducting deep dive analysis into structured and unstructured data, and building self-serve dashboards. In addition, the role works with the portfolio teams to drive best in class business analysis, backed by prudent commercial analysis to easily convert high level insights from these models and turning this data into business actionable outcomes.",3.9,"Suncorp Group
3.9",Sydney,10000+ Employees,2002,Company - Public,Banking & Lending,Finance,$10+ billion (USD)
59,PhD Scholarship in Machine Learning,"$28,870 /yr (est.)","Deep Machine Learning and AI models
Full time, fixed term position at our Hawthorn campus
3-year stipend of $28,870pa


About the Scholarship
We are seeking a motivated, ambitious and curious PhD candidate for the Australian Research Council funded Discovery Project Holobody: Advancing the Future of Mixed Reality Technologies. The project will pioneer a new approach to human-machine interaction in immersive media (XR) called ‘volumetric capture’ (VI). The project aims generate a completely novel approach to interaction in cyber-physical systems, which will have applications in both XR and robotic systems across a wide range fields, e.g. manufacturing, health and the arts.

The PhD will be located within the vibrant research culture of Swinburne University of Technology’s Centre for Transformative Media Technologies, and supervised by members of the Holobody research team, including Professor Kim Vincs and Dr John McCormick at Swinburne, and Professor Ryszard Kowalczyk, SmartSat CRC Chair, Artificial Intelligence, at Uni SA. The project is embedded within the strongly collaborative framework of Swinburne’s MedTechVic, a $6.7M initiative of the Victorian State Government that connects individuals, organisations and researchers across the assistive and medical technology device sector in Victoria. The candidate will also enjoy support via the CRC SmartSat Artificial Intelligence group at Uni SA. Thus, this PhD project will enjoy strong peer support and collaborative opportunities provided by three rich research cultures, and will be provided with connections to our key international collaborators in these areas.


Swinburne is a young university with a long history. As a dual-sector university of technology, born of a technical college, we are proud of Swinburne’s technology DNA, and of our national and global standing. Our contribution to Technology, Entrepreneurship, Innovation and the STEM disciplines, and our track record of meaningful industry and community engagement, are natural manifestations of the legacy initiated by the vision of our founders George and Ethel Swinburne in 1902. We offer postgraduate, undergraduate, vocational education and online education to provide students with a variety of work-relevant pathways.


To be successful in the role, you will have:

A full list of selection criteria is available within the position description.


To or to please click on or and submit a resume, cover letter and , as listed in the position description.

For further information about this position, contact : kvincs@swin.edu.au

If you are experiencing technical difficulties with your application, please contact the Recruitment team on staffrecruitment@swin.edu.au


Equity and diversity are integral to achieving our 2025 vision of bringing people and technology together to build a better world. Swinburne is a large and culturally diverse organisation and we are proud of our commitment to equity and inclusion through key initiatives such as:

For further information on all our initiatives visit our equity and diversity website. We welcome and encourage applicants from diverse backgrounds to apply.


We are committed to making the recruitment process fair and equitable for all our candidates. If you have specific accessibility or support requirements please contact , Diversity & Inclusion Manager at inclusion@swin.edu.au. For support or queries related to Aboriginal and Torres Strait Islander employment, please contact at DeadlyCareers@swin.edu.au

Swinburne offers flexible working options, leave and parenting/carer policies to support work life balance.





(Agency enquiries will not be accepted for this position) (#SW-LI)",4.0,"Swinburne University of Technology
4.0",Melbourne,1001 to 5000 Employees,1992,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
60,Developer for AI and Machine Learning (gn) relocation to Germany,-1,"WHAT WE ARE LOOKING FOR
Implementation and development of AI processes and algorithms
Strategic development of specialist topics and technical consulting on these topics
Creation of reports and technical documentation
Responsibility for the technical content of project applications and carrying out feasibility analyses
Programming, testing and analysis of software components, according to specifications and in cooperation with a software developer
Integration of software subsystems in the target system and documentation of the components",5.0,"Rheinmetall Electronics GmbH
5.0",Australia,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
61,DigitalBCG | GAMMA Lead Data Scientist,-1,"Who We Are

Boston Consulting Group partners with leaders in business and society to tackle their most important challenges and capture their greatest opportunities. BCG was the pioneer in business strategy when it was founded in 1963. Today, we help clients with total transformation-inspiring complex change, enabling organizations to grow, building competitive advantage, and driving bottom-line impact.

To succeed, organizations must blend digital and human capabilities. Our diverse, global teams bring deep industry and functional expertise and a range of perspectives to spark change. BCG delivers solutions through leading-edge management consulting along with technology and design, corporate and digital ventures—and business purpose. We work in a uniquely collaborative model across the firm and throughout all levels of the client organization, generating results that allow our clients to thrive.


BCG GAMMA combines innovative skills in computer science, artificial intelligence, statistics, and machine learning with deep industry expertise. The BCG GAMMA team is comprised of world-class data scientists and business consultants who specialize in the use of advanced analytics to get breakthrough business results. Our teams own the full analytics value-chain end to end: framing new business challenges, building fact-bases, designing innovative algorithms, creating scale through designing tools and apps, and training colleagues and clients in new solutions.",4.4,"Boston Consulting Group
4.4",Melbourne,10000+ Employees,1963,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD)
62,DigitalBCG | GAMMA Senior Data Scientist,-1,"Who We Are

Boston Consulting Group partners with leaders in business and society to tackle their most important challenges and capture their greatest opportunities. BCG was the pioneer in business strategy when it was founded in 1963. Today, we work closely with clients to embrace a transformational approach aimed at benefiting all stakeholders—empowering organizations to grow, build sustainable competitive advantage, and drive positive societal impact.

Our diverse, global teams bring deep industry and functional expertise and a range of perspectives that question the status quo and spark change. BCG delivers solutions through leading-edge management consulting, technology and design, and corporate and digital ventures. We work in a uniquely collaborative model across the firm and throughout all levels of the client organization, fueled by the goal of helping our clients thrive and enabling them to make the world a better place.


BCG GAMMA combines innovative skills in computer science, artificial intelligence, statistics, and machine learning with deep industry expertise. The BCG GAMMA team is comprised of world-class data scientists and business consultants who specialize in the use of advanced analytics to get breakthrough business results. Our teams own the full analytics value-chain end to end: framing new business challenges, building fact-bases, designing innovative algorithms, creating scale through designing tools and apps, and training colleagues and clients in new solutions.",4.4,"Boston Consulting Group
4.4",Melbourne,10000+ Employees,1963,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD)
63,Pricing Data Scientist,-1,"About the role

At ANZ our purpose is to shape a world where people and communities thrive. We’re making this happen by improving our customers’ financial wellbeing so they can achieve incredible things – be it buying their home, building a business or saving for things big or small.

Role Location: Melbourne

Role Type: Permanent, Full Time

This role is required to work from an ANZ workplace. Under the Victorian Government’s COVID-19 Mandatory Vaccination (Workers) Directions, the successful candidate will need to provide evidence that they have received two doses of an approved COVID-19 vaccine, or have a medical exemption evidenced on the Australian Immunization Register, in order to be appointed to the role.

What will your day look like

As a Pricing Data Scientist, you will play a critical role in managing our strategic agenda of leveraging data to inform optimal price decision making across the deposit portfolio. You will do this by combining your strong understanding of the retail and commercial business data and market landscape, with a proficiency in statistical modelling and data analytics to deliver key insights to our bankers and senior stakeholders.


Playing a lead role in the design and delivery of a data analytic roadmap for pricing across ANZ’s deposit portfolios
Management and development of data analysts/scientists within the deposit pricing squad
Development, maintenance and ongoing refinement of sophisticated pricing models
Building robust data assets by combining and synthesizing data from a variety of sources
Developing tools and methods to enable analysis and insights to be readily extracted
Understanding business processes, front-line behaviour and customer behaviour in order to develop and implement data-driven processes to derive information required for analyses
Pro-actively identifying opportunities to drive portfolio value by staying abreast of changes to the regulatory, market and competitive landscape
Implementing sound approaches to measure the effectiveness of proposed pricing strategies
Presenting insights and recommendations to a diverse range of audiences, including bankers and general managers
Building enhanced reporting capabilities to drive better decision making
What will you bring?

We know not everyone will bring all of the skills and experience, and at ANZ we are focused on people bringing a growth mindset to their approach to work. Some of the skills we are looking for are below, but don’t worry if you don’t have all of these as learning on the job is the way we work.
But back to some of the skills –

Outstanding ability to execute on commercial requirements, converting them into technical realities
Strong understanding of statistical modelling techniques and their application in various tools, such as Python, R, SAS or Excel/VBA
Excellent coding, data wrangling, and data visualisation skills
Employment of best practices to ensure all code and analysis is accessible and readily extensible by team members
Degree (postgraduate qualification preferred) in data science, engineering, actuarial studies, mathematics, econometrics, economics, computer science or a related field of study
Strong communication and stakeholder management skills
Strong people management skills
Sound understanding of retail & commercial banking concepts and practises
Proficiency in presenting analysis results to stakeholders
Ability and comfort in working collaboratively
Completed data micro-courses from providers such as Datacamp, Udemy and Coursera
So, why join us?

At ANZ, everything we do boils down to ‘why’ – our purpose – to shape a world where people and communities thrive. We're just as focused on seeing our people thrive as well as our customers. We'll give you every opportunity to develop your career.

We are responding faster to changing customer requirements, focusing on the things that matter the most, energising our people, eliminating waste and reducing bureaucracy.

A happy workplace is a thriving one. So to attract and keep the best talent, and say thanks for the hard work, we make sure all our employees are rewarded.

We work flexibly at ANZ and encourage you to talk to us about how this role can be flexible for you. Some of the work we do can be done from home, and some from an ANZ workplace – it’s all about what works for your team, and above all else, our customers!

We want to make sure everyone has an inclusive and supportive experience throughout our recruitment process and when joining ANZ. If you are a candidate with a disability, and require adjustments to our recruitment process or the role itself let us know how we can provide you with additional support.

Job Posting End Date

19/05/2022, 11.59pm, (Melbourne Australia)",4.1,"ANZ Banking Group
4.1",Melbourne,10000+ Employees,1835,Company - Public,Banking & Lending,Finance,Unknown / Non-Applicable
64,Machine Learning opportunities | multiple positions,-1,"CSIRO's Data61 is hiring
In 2021 Data61 embarked upon an ambitious hiring campaign. At its core, we recognised a unique opportunity to grow our capacity for innovation by increasing our diversity and attracting world-class talent, great minds, skills, opinions, and experiences. This has been hugely successful to date. In 2022, we are entering the 3rd stage of our campaign and seeking to attract more amazing, brilliant, and diverse professionals to our ranks.
We have a range of exciting opportunities available for Research Scientists and Engineers, People Leaders, and individuals who are passionate about science and engineering in the digital and data sciences. We also have a range of opportunities available to graduates; to be considered for our graduate program you will have completed at least an undergraduate degree with first-class Honours (H1 or HD) not less than three years ago.",3.6,"CSIRO
3.6",Melbourne,5001 to 10000 Employees,1926,Government,National Services & Agencies,Government & Public Administration,$500 million to $1 billion (USD)
65,Analytics Lead,-1,"Analytics Lead – Customer Solutions, CommBank iQ
We have an exciting opportunity for an Analytics Lead with great passion for developing analytics solutions into product propositions by transforming data into actionable insights, and who wants to help drive business decisions and solve interesting real-world problems.
Your team:
CommBank iQ is a joint venture (JV) between the Commonwealth Bank and Quantium, established to unlock the power of Australia’s largest aggregated & de-identified transaction banking dataset through world class analytics and artificial intelligence. This unique partnership enables businesses and institutions to analyse trends, overcome challenges, and create better, more targeted products and services for Australians.



Advertising End Date: 26/05/2022",4.1,"Commonwealth Bank
4.1",Sydney,10000+ Employees,1911,Company - Public,Banking & Lending,Finance,$5 to $10 billion (USD)
66,Forensic Analytics - 2023 Graduate Program (Canberra),-1,"Date: 12-May-2022

Location:
Canberra, ACT, AU

Department: Financial Advisory

Description:
Job Requisition ID: 23030

Be part of Australia’s largest cohort of graduates – meaning you’ll have a community of other grads to lean on and learn from!
Receive unparalleled professional development through our year-round graduate learning academy
Roll up your sleeves for worthwhile causes on our annual volunteer day, Impact Day, or by working on pro-bono projects.

Are you excited to be a part of the team dealing with real and ever-present threats such as fraud, corruption and money laundering?

What will you get to do?
No two days are the same in the Forensic Analytics Graduate program. We provide consultancy and support to clients on a wide range of financial crime and regulatory issues that include money laundering, financial crime and fraud. We look for needles in the massive haystacks of data and information that can signal trouble in the making. Pretty cool, right?

Your future starts with us.
As part of the Forensic family, we're a fast-growing team of trusted advisors who help clients manage their growing regulatory and customer demands for fraud mitigation. In this diverse team, you’ll be involved in:

Data visualisation, statistical and quantitative analysis, explanatory and predictive modelling information to facilitate an informed decision-making process for clients
Continuous monitoring of client’s transactions and activities
Identification of new opportunities for clients through better utilisation of data

Enough about us, let’s talk about you.
You are an inquisitive student with a knack for solving complex problems. You may also have:

A passion for data analysis and presenting data for visual impact
Completed or may be completing a degree in Statistics, Mathematics, Data Science, Actuarial Science, Physics, IT, Engineering, Computer Science, Commerce or equivalent field(s)
Is quick to learn, naturally inquisitive and always up for a challenge
Is excited an open to learning new ways of working
Australian Citizenship (required)

Why Deloitte?
At Deloitte, we create positively differentiated work experiences that enable our people to feel valued and achieve their full potential. Deloitte Australia opens the door to a career that can cross borders virtually and physically across Asia Pacific to gain experience and access projects beyond Australia’s borders. We value difference, and embrace people with diverse backgrounds, experiences, gender identities, abilities and thinking styles. Knowing that people work best in a variety of ways, we are happy to discuss alternative arrangements if the working pattern you are looking for is not specifically indicated.
We’re committed to continually building a safe and respectful workplace, where all our people feel appreciated and accepted. Through the creation of endorsed employee-led diversity networks which promote cultural, disability, LGBTI+, Aboriginal and Torres Strait Islander people and gender equality, we’re leading the way to shape an environment where everybody can thrive.
We are proud to have been recognised for our efforts in inspiring change and accelerating progress – check out our careers site for recent recognition in this space.",4.0,"Deloitte
4.0",Canberra,10000+ Employees,1850,Company - Private,Accounting & Tax,Finance,$10+ billion (USD)
67,2022 Graduate Consultant – Automation / Data & AI,-1,"Introduction
At IBM, work is more than a job - it's a calling: To build. To design. To code. To consult. To think along with clients and sell. To make markets. To invent. To collaborate. Not just to do something better, but to attempt things you've never thought possible. Are you ready to lead in this new era of technology and solve some of the world's most challenging problems? If so, lets talk.

Your Role and Responsibilities
The Expert Labs team is comprised of deep subject matter experts covering the entire product portfolio, from application integration, API management, enterprise messaging and event streams. Consultants work directly with clients in joint projects to deliver new or enhanced solutions to ensure our client’s realize value from their investment in IBM software. They also maintain and enhance our internal set of tools, making sure they meet our clients ever changing needs and desires.

As a Graduate Consultant in the Expert Labs team, you join a dynamic and experienced team who are dedicated to providing innovative and sound business solutions to IBM clients. Additionally, you will:
This is a permanent opportunity for graduates based out of either Sydney, Melbourne or Canberra, with an early 2022 start date.
What skills and experience do I need to be successful in this role?
We encourage you to apply if you:
Don’t wait to apply, we recruit on a rolling basis.

IBM welcomes applications from people of all backgrounds. If you require accommodations or adjustments, we encourage you to make us aware so that we can support you through the application process.

Our process includes Talent Acquisition reviewing applications, selecting candidates to complete online cognitive assessments (invitation received via email), then shortlisting candidates to complete the interview process.
It is helpful if you upload your CV, Academic Transcript (unofficial is acceptable) and Right-To-Work documents (Australian Passport or Birth Certificate/Photo ID)



If you are ready to begin an amazing career journey with click “Apply” today. To find out more, head to www.ibm.com.au/careers


As above


As above",4.1,"IBM
4.1",Sydney,10000+ Employees,1911,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD)
68,Senior Machine Learning Engineer | JSM,-1,"Working at Atlassian

Atlassian can hire people in any country where we have a legal entity. Assuming you have eligible working rights and a sufficient time zone overlap with your team, you can choose to work remotely or return to an office as they reopen (unless it’s necessary for your role to be performed in the office). Interviews and onboarding are conducted virtually, a part of being a distributed-first company.

With a sufficient timezone overlap with the team, we're able to hire eligible candidates for this role from any location in Australia and/or New Zealand. If this sparks your interest, apply today and chat with our friendly Recruitment team further.

We are on the mission of empowering teams to provide support and experience at scale, fast, with AI-powered virtual agent. Our long-term goal is to supercharge Atlassian products with AI capabilities and make AI a winning differentiator of Atlassian. If you share the same vision and are not afraid to take on big challenges, we'd love to meet!",4.6,"Atlassian
4.6",Sydney,5001 to 10000 Employees,2002,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
69,Data Scientist,-1,"Healthscope is Australia’s second biggest provider of private healthcare, operating 43 hospitals with a team of more than 33,000 nurses, doctors and staff who treat more than 600,000 patients each year. In the past year, we performed more than 360,000 surgical procedures in a wide range of services, including cardiac, neuro and orthopaedics.
We are looking for a highly motivated, solutions-driven Data Scientist to join our evolving team. Above all, our future teammate will share our aspiration of conquering complex problems through analytics, with an appreciation that we operate in one of the most data-critical sectors globally and strive to solve industry challenges alongside our healthcare peers.
The Data Scientist role will be responsible for the design, engineering, development & support of advanced analytics, that will inform and support decision-makers across the business including hospital operations, health fund contract management, procurement and more. This role calls for a high degree of focus and attention to detail. You must also have a solid understanding of the application of advanced modelling in context and how it affects the business.",3.0,"Head Office St Kilda Rd
3.0",Melbourne,10000+ Employees,1985,Company - Private,Healthcare Services & Hospitals,Healthcare,$2 to $5 billion (USD)
